i,j,duration_days,season
6,26,2,Winter
6,28,4,Winter
6,29,3,Winter
6,30,3,Winter
6,30,2,Winter
6,30,2,Winter
6,31,3,Winter
6,32,2,Winter
6,36,2,Winter
6,37,3,Winter
6,38,3,Winter
6,43,2,Winter
7,2,2,Winter
7,3,3,Winter
7,3,2,Winter
7,4,3,Winter
7,4,2,Winter
7,4,2,Winter
7,5,2,Winter
7,5,2,Winter
7,5,2,Winter
7,5,3,Winter
7,6,2,Winter
7,6,2,Winter
7,6,2,Winter
7,6,2,Winter
7,7,2,Winter
7,7,2,Winter
7,8,2,Winter
7,8,2,Winter
7,9,2,Winter
7,9,3,Winter
7,10,3,Winter
7,11,2,Winter
7,12,2,Winter
7,13,2,Winter
7,13,3,Winter
7,13,3,Winter
7,14,6,Winter
7,14,2,Winter
7,15,5,Winter
7,15,2,Winter
7,16,2,Winter
7,16,2,Winter
7,17,2,Winter
7,17,2,Winter
7,18,2,Winter
7,19,2,Winter
7,20,2,Winter
7,21,2,Winter
7,22,2,Winter
7,24,2,Winter
7,24,2,Winter
7,24,2,Winter
7,25,2,Winter
7,27,2,Winter
7,28,2,Winter
7,29,2,Winter
7,29,2,Winter
7,30,2,Winter
7,30,2,Winter
7,30,2,Winter
7,31,3,Winter
7,31,2,Winter
7,32,2,Winter
7,36,2,Winter
7,37,3,Winter
7,37,2,Winter
7,38,3,Winter
7,39,2,Winter
8,2,2,Winter
8,2,2,Winter
8,2,2,Winter
8,3,2,Winter
8,3,4,Winter
8,3,2,Winter
8,4,3,Winter
8,4,3,Winter
8,5,2,Winter
8,5,3,Winter
8,5,3,Winter
8,6,2,Winter
8,6,2,Winter
8,6,2,Winter
8,9,2,Winter
8,9,3,Winter
8,10,3,Winter
8,11,2,Winter
8,11,3,Winter
8,12,2,Winter
8,12,3,Winter
8,13,2,Winter
8,13,2,Winter
8,13,3,Winter
8,14,6,Winter
8,15,7,Winter
8,15,2,Winter
8,16,4,Winter
8,16,2,Winter
8,17,4,Winter
8,17,2,Winter
8,18,3,Winter
8,18,2,Winter
8,18,2,Winter
8,19,2,Winter
8,20,3,Winter
8,20,2,Winter
8,21,2,Winter
8,21,2,Winter
8,21,2,Winter
8,22,2,Winter
8,23,2,Winter
8,24,2,Winter
8,24,2,Winter
8,28,2,Winter
8,28,3,Winter
8,29,2,Winter
8,29,2,Winter
8,30,2,Winter
8,30,2,Winter
8,31,2,Winter
8,31,3,Winter
8,32,2,Winter
8,32,3,Winter
8,35,2,Winter
8,36,2,Winter
8,37,2,Winter
8,37,2,Winter
8,39,3,Winter
8,39,2,Winter
8,40,3,Winter
8,40,2,Winter
8,41,3,Winter
8,41,2,Winter
8,42,2,Winter
8,43,2,Winter
8,45,2,Winter
9,2,2,Winter
9,2,3,Winter
9,2,3,Winter
9,3,2,Winter
9,3,2,Winter
9,3,3,Winter
9,3,2,Winter
9,4,2,Winter
9,4,3,Winter
9,4,2,Winter
9,7,2,Winter
9,8,2,Winter
9,9,2,Winter
9,10,2,Winter
9,11,2,Winter
9,11,3,Winter
9,12,3,Winter
9,14,6,Winter
9,14,3,Winter
9,15,9,Winter
9,15,4,Winter
9,16,9,Winter
9,16,2,Winter
9,17,6,Winter
9,17,4,Winter
9,17,2,Winter
9,18,6,Winter
9,18,4,Winter
9,18,2,Winter
9,19,6,Winter
9,19,2,Winter
9,20,5,Winter
9,20,2,Winter
9,21,2,Winter
9,21,2,Winter
9,22,2,Winter
9,23,2,Winter
9,24,3,Winter
9,25,2,Winter
9,26,2,Winter
9,26,2,Winter
9,27,2,Winter
9,27,2,Winter
9,28,2,Winter
9,28,3,Winter
9,28,2,Winter
9,29,2,Winter
9,29,2,Winter
9,29,2,Winter
9,30,2,Winter
9,30,2,Winter
9,30,2,Winter
9,30,2,Winter
9,30,2,Winter
9,31,2,Winter
9,31,2,Winter
9,32,2,Winter
9,32,2,Winter
9,35,2,Winter
9,36,2,Winter
9,37,2,Winter
9,38,2,Winter
9,39,2,Winter
9,39,2,Winter
9,40,2,Winter
9,40,3,Winter
9,40,2,Winter
9,41,2,Winter
9,41,2,Winter
9,41,3,Winter
9,41,3,Winter
9,42,2,Winter
9,42,2,Winter
9,43,2,Winter
9,43,2,Winter
9,44,2,Winter
9,45,3,Winter
9,46,2,Winter
10,2,2,Winter
10,2,2,Winter
10,2,2,Winter
10,3,2,Winter
10,3,2,Winter
10,4,2,Winter
10,10,2,Winter
10,11,2,Winter
10,11,3,Winter
10,12,2,Winter
10,13,2,Winter
10,13,2,Winter
10,14,2,Winter
10,15,2,Winter
10,16,4,Winter
10,16,2,Winter
10,17,4,Winter
10,17,2,Winter
10,18,3,Winter
10,19,3,Winter
10,19,2,Winter
10,20,3,Winter
10,21,2,Winter
10,21,2,Winter
10,21,2,Winter
10,22,4,Winter
10,22,2,Winter
10,23,3,Winter
10,24,2,Winter
10,26,2,Winter
10,26,2,Winter
10,27,2,Winter
10,27,2,Winter
10,28,2,Winter
10,29,2,Winter
10,30,2,Winter
10,31,2,Winter
10,35,2,Winter
10,36,2,Winter
10,37,2,Winter
10,38,4,Winter
10,39,2,Winter
10,39,4,Winter
10,39,2,Winter
10,40,2,Winter
10,40,3,Winter
10,40,2,Winter
10,41,2,Winter
10,41,3,Winter
10,41,3,Winter
10,42,3,Winter
10,42,2,Winter
10,43,2,Winter
10,43,2,Winter
10,44,3,Winter
10,45,3,Winter
10,46,4,Winter
11,2,3,Winter
11,2,2,Winter
11,2,2,Winter
11,3,2,Winter
11,3,2,Winter
11,3,2,Winter
11,4,2,Winter
11,4,2,Winter
11,5,2,Winter
11,5,2,Winter
11,7,2,Winter
11,8,2,Winter
11,9,2,Winter
11,9,2,Winter
11,10,2,Winter
11,11,2,Winter
11,12,2,Winter
11,13,2,Winter
11,16,2,Winter
11,16,2,Winter
11,17,2,Winter
11,17,2,Winter
11,18,2,Winter
11,18,5,Winter
11,19,2,Winter
11,20,2,Winter
11,21,2,Winter
11,22,2,Winter
11,22,2,Winter
11,22,3,Winter
11,23,2,Winter
11,23,3,Winter
11,24,2,Winter
11,24,4,Winter
11,26,2,Winter
11,27,2,Winter
11,28,2,Winter
11,35,2,Winter
11,36,2,Winter
11,37,2,Winter
11,38,2,Winter
11,39,2,Winter
11,39,4,Winter
11,40,2,Winter
11,40,3,Winter
11,41,2,Winter
11,41,3,Winter
11,42,2,Winter
11,42,3,Winter
11,43,3,Winter
11,43,2,Winter
11,44,2,Winter
11,44,3,Winter
11,45,3,Winter
11,46,3,Winter
12,2,3,Winter
12,2,2,Winter
12,3,2,Winter
12,3,3,Winter
12,3,2,Winter
12,4,2,Winter
12,4,3,Winter
12,5,2,Winter
12,5,2,Winter
12,6,2,Winter
12,6,2,Winter
12,7,3,Winter
12,7,3,Winter
12,7,2,Winter
12,8,3,Winter
12,8,3,Winter
12,8,2,Winter
12,9,2,Winter
12,9,3,Winter
12,9,2,Winter
12,9,2,Winter
12,10,3,Winter
12,10,2,Winter
12,11,2,Winter
12,11,3,Winter
12,11,2,Winter
12,12,2,Winter
12,12,2,Winter
12,13,2,Winter
12,13,2,Winter
12,13,2,Winter
12,14,4,Winter
12,14,2,Winter
12,15,2,Winter
12,15,2,Winter
12,16,2,Winter
12,16,2,Winter
12,17,2,Winter
12,17,2,Winter
12,18,2,Winter
12,18,2,Winter
12,19,2,Winter
12,20,2,Winter
12,21,2,Winter
12,21,2,Winter
12,22,3,Winter
12,22,4,Winter
12,22,3,Winter
12,23,3,Winter
12,23,4,Winter
12,23,3,Winter
12,24,3,Winter
12,24,2,Winter
12,24,4,Winter
12,24,2,Winter
12,25,2,Winter
12,28,2,Winter
12,28,2,Winter
12,29,2,Winter
12,30,2,Winter
12,31,2,Winter
12,37,2,Winter
12,38,2,Winter
12,38,2,Winter
12,39,3,Winter
12,39,3,Winter
12,40,3,Winter
12,40,3,Winter
12,41,3,Winter
12,41,3,Winter
12,42,2,Winter
12,42,3,Winter
12,43,3,Winter
12,44,3,Winter
12,45,2,Winter
12,45,2,Winter
12,46,2,Winter
12,46,3,Winter
13,2,2,Winter
13,2,2,Winter
13,3,3,Winter
13,3,5,Winter
13,4,3,Winter
13,4,2,Winter
13,4,5,Winter
13,5,2,Winter
13,5,2,Winter
13,5,3,Winter
13,5,2,Winter
13,6,2,Winter
13,6,2,Winter
13,6,3,Winter
13,6,2,Winter
13,7,3,Winter
13,7,4,Winter
13,7,3,Winter
13,8,3,Winter
13,8,3,Winter
13,8,2,Winter
13,9,3,Winter
13,9,2,Winter
13,10,3,Winter
13,10,2,Winter
13,11,2,Winter
13,11,3,Winter
13,11,2,Winter
13,12,2,Winter
13,12,3,Winter
13,13,2,Winter
13,13,3,Winter
13,13,2,Winter
13,13,2,Winter
13,14,2,Winter
13,14,3,Winter
13,14,2,Winter
13,15,2,Winter
13,15,2,Winter
13,15,2,Winter
13,15,2,Winter
13,15,2,Winter
13,16,2,Winter
13,16,2,Winter
13,16,2,Winter
13,16,2,Winter
13,17,2,Winter
13,20,2,Winter
13,21,3,Winter
13,21,3,Winter
13,21,2,Winter
13,22,3,Winter
13,22,4,Winter
13,22,4,Winter
13,22,2,Winter
13,23,3,Winter
13,23,2,Winter
13,23,3,Winter
13,23,2,Winter
13,24,2,Winter
13,24,2,Winter
13,24,2,Winter
13,25,2,Winter
13,25,2,Winter
13,25,2,Winter
13,26,2,Winter
13,26,2,Winter
13,26,2,Winter
13,28,2,Winter
13,29,2,Winter
13,30,2,Winter
13,33,2,Winter
13,39,2,Winter
13,40,2,Winter
13,40,3,Winter
13,41,2,Winter
13,41,3,Winter
13,41,3,Winter
13,42,3,Winter
13,43,2,Winter
13,44,2,Winter
13,45,2,Winter
13,46,2,Winter
13,46,2,Winter
14,2,2,Winter
14,2,3,Winter
14,2,2,Winter
14,2,2,Winter
14,3,2,Winter
14,3,3,Winter
14,3,2,Winter
14,3,3,Winter
14,3,2,Winter
14,4,3,Winter
14,4,3,Winter
14,4,2,Winter
14,5,2,Winter
14,5,3,Winter
14,6,2,Winter
14,6,3,Winter
14,6,2,Winter
14,7,2,Winter
14,7,2,Winter
14,7,2,Winter
14,7,2,Winter
14,8,3,Winter
14,8,2,Winter
14,8,2,Winter
14,8,3,Winter
14,9,3,Winter
14,9,3,Winter
14,9,2,Winter
14,9,3,Winter
14,9,2,Winter
14,10,2,Winter
14,10,2,Winter
14,10,2,Winter
14,10,2,Winter
14,11,2,Winter
14,11,2,Winter
14,12,2,Winter
14,12,2,Winter
14,12,2,Winter
14,12,2,Winter
14,12,2,Winter
14,13,2,Winter
14,13,2,Winter
14,13,2,Winter
14,13,2,Winter
14,13,3,Winter
14,13,2,Winter
14,14,2,Winter
14,14,2,Winter
14,14,2,Winter
14,15,2,Winter
14,15,2,Winter
14,15,2,Winter
14,15,2,Winter
14,16,2,Winter
14,16,2,Winter
14,16,2,Winter
14,16,2,Winter
14,17,2,Winter
14,17,2,Winter
14,17,2,Winter
14,17,2,Winter
14,18,2,Winter
14,18,2,Winter
14,18,2,Winter
14,18,2,Winter
14,19,2,Winter
14,19,2,Winter
14,20,2,Winter
14,20,2,Winter
14,21,2,Winter
14,21,2,Winter
14,22,2,Winter
14,23,3,Winter
14,23,2,Winter
14,24,2,Winter
14,24,3,Winter
14,24,3,Winter
14,25,3,Winter
14,25,3,Winter
14,26,2,Winter
14,27,4,Winter
14,30,2,Winter
14,30,2,Winter
14,30,2,Winter
14,31,2,Winter
14,32,2,Winter
14,32,2,Winter
14,33,2,Winter
14,41,2,Winter
14,42,2,Winter
14,45,3,Winter
14,45,2,Winter
14,46,2,Winter
14,46,2,Winter
15,2,2,Winter
15,2,2,Winter
15,3,2,Winter
15,3,2,Winter
15,3,2,Winter
15,4,2,Winter
15,4,2,Winter
15,4,3,Winter
15,5,2,Winter
15,5,3,Winter
15,6,2,Winter
15,6,3,Winter
15,7,2,Winter
15,7,2,Winter
15,7,2,Winter
15,8,2,Winter
15,8,2,Winter
15,8,2,Winter
15,8,2,Winter
15,8,3,Winter
15,9,2,Winter
15,9,2,Winter
15,9,2,Winter
15,9,3,Winter
15,10,2,Winter
15,10,2,Winter
15,10,2,Winter
15,10,3,Winter
15,10,2,Winter
15,11,2,Winter
15,11,2,Winter
15,11,2,Winter
15,11,2,Winter
15,12,2,Winter
15,12,2,Winter
15,12,2,Winter
15,13,2,Winter
15,13,2,Winter
15,13,3,Winter
15,14,2,Winter
15,14,2,Winter
15,15,2,Winter
15,15,2,Winter
15,15,2,Winter
15,16,3,Winter
15,16,3,Winter
15,17,2,Winter
15,17,2,Winter
15,17,2,Winter
15,18,2,Winter
15,18,2,Winter
15,18,2,Winter
15,19,2,Winter
15,19,2,Winter
15,19,2,Winter
15,19,2,Winter
15,20,2,Winter
15,20,2,Winter
15,20,2,Winter
15,21,2,Winter
15,21,2,Winter
15,21,2,Winter
15,22,2,Winter
15,22,2,Winter
15,22,2,Winter
15,23,3,Winter
15,23,2,Winter
15,23,3,Winter
15,24,3,Winter
15,24,2,Winter
15,24,3,Winter
15,25,3,Winter
15,25,3,Winter
15,26,2,Winter
15,26,2,Winter
15,26,2,Winter
15,26,3,Winter
15,27,2,Winter
15,27,2,Winter
15,27,2,Winter
15,28,4,Winter
15,28,3,Winter
15,29,3,Winter
15,31,2,Winter
15,32,2,Winter
15,39,2,Winter
15,40,2,Winter
15,41,2,Winter
15,41,2,Winter
15,41,3,Winter
15,42,4,Winter
15,43,2,Winter
15,43,2,Winter
15,45,3,Winter
15,46,3,Winter
15,46,2,Winter
16,2,2,Winter
16,2,2,Winter
16,3,2,Winter
16,3,2,Winter
16,4,2,Winter
16,4,2,Winter
16,4,2,Winter
16,4,2,Winter
16,5,3,Winter
16,5,2,Winter
16,5,2,Winter
16,5,2,Winter
16,6,2,Winter
16,6,2,Winter
16,6,2,Winter
16,6,2,Winter
16,7,2,Winter
16,7,2,Winter
16,7,2,Winter
16,8,2,Winter
16,8,2,Winter
16,8,3,Winter
16,9,2,Winter
16,9,2,Winter
16,9,3,Winter
16,10,2,Winter
16,10,2,Winter
16,10,3,Winter
16,11,2,Winter
16,11,2,Winter
16,11,3,Winter
16,12,2,Winter
16,12,2,Winter
16,12,3,Winter
16,13,2,Winter
16,13,2,Winter
16,13,2,Winter
16,13,2,Winter
16,14,2,Winter
16,14,2,Winter
16,15,2,Winter
16,16,2,Winter
16,17,2,Winter
16,17,2,Winter
16,17,2,Winter
16,18,2,Winter
16,18,2,Winter
16,18,2,Winter
16,19,2,Winter
16,19,2,Winter
16,19,2,Winter
16,19,2,Winter
16,20,2,Winter
16,20,2,Winter
16,21,3,Winter
16,21,2,Winter
16,22,3,Winter
16,22,2,Winter
16,22,2,Winter
16,23,2,Winter
16,23,2,Winter
16,23,2,Winter
16,24,2,Winter
16,24,2,Winter
16,24,2,Winter
16,24,3,Winter
16,25,2,Winter
16,25,2,Winter
16,25,3,Winter
16,25,5,Winter
16,26,2,Winter
16,26,2,Winter
16,26,2,Winter
16,26,4,Winter
16,27,2,Winter
16,27,3,Winter
16,27,4,Winter
16,28,3,Winter
16,29,3,Winter
16,30,2,Winter
16,31,2,Winter
16,36,2,Winter
16,37,2,Winter
16,38,2,Winter
16,39,2,Winter
16,40,2,Winter
16,40,2,Winter
16,41,2,Winter
16,41,3,Winter
16,42,3,Winter
16,43,3,Winter
16,43,3,Winter
16,44,2,Winter
16,44,3,Winter
16,45,2,Winter
17,2,4,Winter
17,2,2,Winter
17,2,2,Winter
17,3,3,Winter
17,3,2,Winter
17,4,3,Winter
17,5,3,Winter
17,5,2,Winter
17,6,3,Winter
17,6,2,Winter
17,6,2,Winter
17,7,3,Winter
17,7,2,Winter
17,7,2,Winter
17,8,2,Winter
17,8,3,Winter
17,9,2,Winter
17,9,3,Winter
17,10,2,Winter
17,10,2,Winter
17,10,2,Winter
17,10,3,Winter
17,11,2,Winter
17,11,4,Winter
17,11,2,Winter
17,11,2,Winter
17,11,2,Winter
17,11,2,Winter
17,11,3,Winter
17,12,2,Winter
17,12,2,Winter
17,12,2,Winter
17,12,2,Winter
17,12,3,Winter
17,13,2,Winter
17,13,2,Winter
17,13,2,Winter
17,13,2,Winter
17,13,2,Winter
17,13,2,Winter
17,13,3,Winter
17,14,2,Winter
17,14,2,Winter
17,14,2,Winter
17,15,3,Winter
17,15,2,Winter
17,15,2,Winter
17,16,3,Winter
17,16,2,Winter
17,16,3,Winter
17,17,4,Winter
17,17,2,Winter
17,17,3,Winter
17,17,2,Winter
17,18,3,Winter
17,18,2,Winter
17,18,3,Winter
17,18,2,Winter
17,19,3,Winter
17,19,2,Winter
17,19,3,Winter
17,19,2,Winter
17,20,3,Winter
17,20,2,Winter
17,20,2,Winter
17,20,2,Winter
17,21,3,Winter
17,21,2,Winter
17,21,2,Winter
17,21,2,Winter
17,22,3,Winter
17,22,2,Winter
17,22,2,Winter
17,22,2,Winter
17,22,2,Winter
17,22,2,Winter
17,23,3,Winter
17,23,2,Winter
17,23,2,Winter
17,23,2,Winter
17,24,3,Winter
17,24,2,Winter
17,24,2,Winter
17,24,2,Winter
17,25,3,Winter
17,25,2,Winter
17,25,2,Winter
17,25,2,Winter
17,26,3,Winter
17,26,2,Winter
17,26,3,Winter
17,26,2,Winter
17,27,3,Winter
17,27,2,Winter
17,27,3,Winter
17,27,3,Winter
17,28,2,Winter
17,28,2,Winter
17,28,2,Winter
17,28,2,Winter
17,29,2,Winter
17,29,2,Winter
17,29,3,Winter
17,30,2,Winter
17,30,3,Winter
17,31,3,Winter
17,31,3,Winter
17,32,2,Winter
17,33,2,Winter
17,34,2,Winter
17,34,2,Winter
17,35,2,Winter
17,36,2,Winter
17,36,2,Winter
17,37,2,Winter
17,37,2,Winter
17,38,2,Winter
17,38,2,Winter
17,38,2,Winter
17,38,2,Winter
17,39,2,Winter
17,39,2,Winter
17,39,2,Winter
17,43,2,Winter
17,43,3,Winter
17,44,2,Winter
17,44,4,Winter
17,45,2,Winter
17,45,4,Winter
17,46,2,Winter
17,46,3,Winter
18,2,4,Winter
18,2,2,Winter
18,2,2,Winter
18,3,4,Winter
18,4,3,Winter
18,4,2,Winter
18,4,2,Winter
18,5,3,Winter
18,5,2,Winter
18,5,2,Winter
18,6,3,Winter
18,6,2,Winter
18,6,2,Winter
18,6,2,Winter
18,7,4,Winter
18,7,2,Winter
18,8,4,Winter
18,8,2,Winter
18,9,2,Winter
18,9,2,Winter
18,9,2,Winter
18,9,2,Winter
18,9,3,Winter
18,10,2,Winter
18,10,2,Winter
18,10,2,Winter
18,10,3,Winter
18,11,2,Winter
18,11,2,Winter
18,11,2,Winter
18,11,2,Winter
18,11,4,Winter
18,11,2,Winter
18,11,3,Winter
18,12,2,Winter
18,12,2,Winter
18,12,2,Winter
18,12,3,Winter
18,12,2,Winter
18,12,3,Winter
18,13,2,Winter
18,13,2,Winter
18,13,2,Winter
18,13,2,Winter
18,13,3,Winter
18,13,2,Winter
18,13,3,Winter
18,14,3,Winter
18,14,2,Winter
18,14,2,Winter
18,14,2,Winter
18,14,2,Winter
18,14,3,Winter
18,15,3,Winter
18,15,2,Winter
18,15,2,Winter
18,15,2,Winter
18,15,2,Winter
18,15,2,Winter
18,16,2,Winter
18,16,2,Winter
18,16,2,Winter
18,16,2,Winter
18,17,2,Winter
18,17,2,Winter
18,17,2,Winter
18,17,2,Winter
18,18,2,Winter
18,18,2,Winter
18,18,3,Winter
18,19,2,Winter
18,19,2,Winter
18,19,3,Winter
18,20,2,Winter
18,20,2,Winter
18,20,2,Winter
18,20,3,Winter
18,20,2,Winter
18,21,2,Winter
18,21,2,Winter
18,21,2,Winter
18,21,3,Winter
18,21,2,Winter
18,22,2,Winter
18,22,2,Winter
18,22,2,Winter
18,22,3,Winter
18,22,2,Winter
18,23,2,Winter
18,23,2,Winter
18,23,2,Winter
18,23,2,Winter
18,23,2,Winter
18,24,2,Winter
18,24,2,Winter
18,24,2,Winter
18,24,2,Winter
18,24,2,Winter
18,24,2,Winter
18,25,3,Winter
18,25,2,Winter
18,25,2,Winter
18,26,3,Winter
18,26,2,Winter
18,26,2,Winter
18,26,2,Winter
18,26,2,Winter
18,26,2,Winter
18,27,3,Winter
18,27,2,Winter
18,28,2,Winter
18,28,2,Winter
18,28,3,Winter
18,29,2,Winter
18,29,2,Winter
18,29,2,Winter
18,30,2,Winter
18,30,2,Winter
18,31,2,Winter
18,31,3,Winter
18,32,2,Winter
18,32,2,Winter
18,32,3,Winter
18,33,2,Winter
18,33,2,Winter
18,33,2,Winter
18,33,2,Winter
18,34,2,Winter
18,34,2,Winter
18,35,2,Winter
18,36,2,Winter
18,36,2,Winter
18,37,2,Winter
18,37,2,Winter
18,37,2,Winter
18,37,2,Winter
18,37,2,Winter
18,37,2,Winter
18,38,2,Winter
18,38,3,Winter
18,38,2,Winter
18,39,2,Winter
18,39,2,Winter
18,39,2,Winter
18,40,2,Winter
18,40,2,Winter
18,41,2,Winter
18,41,2,Winter
18,42,2,Winter
18,44,2,Winter
18,44,3,Winter
18,45,2,Winter
18,45,4,Winter
18,46,2,Winter
18,46,4,Winter
19,2,4,Winter
19,2,2,Winter
19,2,2,Winter
19,2,3,Winter
19,2,2,Winter
19,3,4,Winter
19,3,2,Winter
19,3,2,Winter
19,3,2,Winter
19,3,3,Winter
19,4,3,Winter
19,4,2,Winter
19,4,2,Winter
19,4,2,Winter
19,4,2,Winter
19,4,3,Winter
19,5,3,Winter
19,5,2,Winter
19,5,2,Winter
19,5,3,Winter
19,5,3,Winter
19,6,2,Winter
19,6,2,Winter
19,6,2,Winter
19,6,4,Winter
19,6,3,Winter
19,7,3,Winter
19,7,2,Winter
19,7,4,Winter
19,7,2,Winter
19,7,3,Winter
19,8,3,Winter
19,8,2,Winter
19,8,2,Winter
19,8,2,Winter
19,8,2,Winter
19,8,3,Winter
19,8,3,Winter
19,9,3,Winter
19,9,2,Winter
19,9,2,Winter
19,9,2,Winter
19,9,2,Winter
19,9,3,Winter
19,9,2,Winter
19,10,3,Winter
19,10,2,Winter
19,10,2,Winter
19,10,2,Winter
19,10,3,Winter
19,10,2,Winter
19,10,2,Winter
19,11,3,Winter
19,11,2,Winter
19,11,3,Winter
19,11,2,Winter
19,11,2,Winter
19,12,3,Winter
19,12,2,Winter
19,12,2,Winter
19,12,3,Winter
19,13,3,Winter
19,13,2,Winter
19,13,2,Winter
19,13,2,Winter
19,13,3,Winter
19,13,2,Winter
19,13,3,Winter
19,14,3,Winter
19,14,2,Winter
19,14,3,Winter
19,14,3,Winter
19,14,2,Winter
19,15,2,Winter
19,15,4,Winter
19,15,3,Winter
19,15,3,Winter
19,15,2,Winter
19,16,2,Winter
19,16,4,Winter
19,16,2,Winter
19,16,2,Winter
19,16,3,Winter
19,17,2,Winter
19,17,2,Winter
19,17,2,Winter
19,17,4,Winter
19,17,2,Winter
19,18,2,Winter
19,18,2,Winter
19,18,3,Winter
19,18,2,Winter
19,19,2,Winter
19,19,2,Winter
19,19,2,Winter
19,19,2,Winter
19,20,3,Winter
19,20,2,Winter
19,20,2,Winter
19,21,3,Winter
19,21,2,Winter
19,21,3,Winter
19,21,2,Winter
19,21,2,Winter
19,21,2,Winter
19,22,2,Winter
19,22,2,Winter
19,22,2,Winter
19,22,2,Winter
19,22,2,Winter
19,22,2,Winter
19,22,2,Winter
19,23,2,Winter
19,23,2,Winter
19,23,2,Winter
19,23,2,Winter
19,23,2,Winter
19,24,3,Winter
19,24,2,Winter
19,24,2,Winter
19,24,2,Winter
19,25,2,Winter
19,25,2,Winter
19,25,2,Winter
19,25,2,Winter
19,25,2,Winter
19,25,2,Winter
19,26,3,Winter
19,26,2,Winter
19,26,2,Winter
19,26,2,Winter
19,26,2,Winter
19,26,2,Winter
19,27,2,Winter
19,27,2,Winter
19,27,2,Winter
19,27,2,Winter
19,28,2,Winter
19,28,2,Winter
19,28,2,Winter
19,29,2,Winter
19,30,2,Winter
19,31,2,Winter
19,31,3,Winter
19,31,2,Winter
19,31,3,Winter
19,32,2,Winter
19,32,2,Winter
19,32,2,Winter
19,32,3,Winter
19,33,2,Winter
19,33,2,Winter
19,33,3,Winter
19,33,2,Winter
19,34,3,Winter
19,34,2,Winter
19,34,2,Winter
19,34,3,Winter
19,35,3,Winter
19,35,2,Winter
19,36,4,Winter
19,36,2,Winter
19,36,2,Winter
19,37,2,Winter
19,37,2,Winter
19,38,2,Winter
19,38,2,Winter
19,40,2,Winter
19,41,2,Winter
19,43,2,Winter
19,46,3,Winter
20,2,4,Winter
20,2,2,Winter
20,2,3,Winter
20,3,4,Winter
20,3,2,Winter
20,3,2,Winter
20,3,3,Winter
20,3,3,Winter
20,4,2,Winter
20,4,2,Winter
20,4,2,Winter
20,4,2,Winter
20,4,3,Winter
20,4,3,Winter
20,5,2,Winter
20,5,2,Winter
20,5,5,Winter
20,5,3,Winter
20,5,2,Winter
20,6,2,Winter
20,6,2,Winter
20,6,4,Winter
20,6,3,Winter
20,6,2,Winter
20,7,2,Winter
20,7,2,Winter
20,7,2,Winter
20,7,4,Winter
20,7,2,Winter
20,8,3,Winter
20,8,2,Winter
