model,ISO_A2,season,p_shapiro_BOC,p_shapiro_EOC,p_ttest,median_BOC,median_EOC,rel_change_%,signif_ttest
CanESM5,DE,Summer,0.850709337,0.416775987,2.36E-13,16765.9604,18991.60085,13.27475673,True
CanESM5,GR,Summer,0.538764949,0.190676989,5.35E-07,6553.936172,6381.257061,-2.634738972,True
CanESM5,HU,Summer,0.377339827,0.27352885,0.021339702,4375.163292,4447.137544,1.645064362,True
CanESM5,IE,Summer,0.83282806,0.491606523,6.46E-06,3012.984849,3340.852762,10.88183081,True
CanESM5,IT,Summer,0.045356564,0.429021182,0.401917702,15124.489,15015.84143,-0.718355296,False
CanESM5,LV,Summer,0.047547737,0.983345513,2.34E-08,3462.607274,3911.972637,12.97765896,True
CanESM5,LT,Summer,0.030638174,0.646492038,5.79E-09,3346.339796,3806.055126,13.73785563,True
CanESM5,LU,Summer,0.309831621,0.239268783,5.13E-12,126.1100324,144.2692433,14.39949753,True
CanESM5,MT,Summer,0.653050884,0.765533162,1.22E-07,13.7881008,13.29966932,-3.542413077,True
CanESM5,NL,Summer,0.017931944,0.545011882,1.32E-11,1794.83196,2095.773404,16.76710974,True
CanESM5,PL,Summer,0.205711023,0.350695342,1.77E-10,15435.8756,17087.34506,10.6989037,True
CanESM5,PT,Summer,0.887521044,0.009490863,0.03368995,4630.499726,4603.685152,-0.57908596,True
CanESM5,RO,Summer,0.721987081,0.610550042,0.064056704,11018.66499,11191.73295,1.570679981,False
CanESM5,SK,Summer,0.317507429,0.293509115,9.54E-05,2257.415683,2359.429793,4.519066247,True
CanESM5,SI,Summer,0.099458407,0.020062771,0.561473821,950.0459643,959.9240972,1.039753161,False
CanESM5,ES,Summer,0.267011186,0.158117322,0.343588656,25091.41636,24992.10807,-0.395785917,False
CanESM5,SE,Summer,0.991676727,0.379054219,4.19E-07,12380.33541,13368.79037,7.984072534,True
CanESM5,CY,Summer,0.180706077,0.414577354,1.19E-16,246.6102141,228.8814461,-7.188983662,True
CanESM5,GB,Summer,0.563178467,0.757288505,1.58E-09,10939.64607,12337.67217,12.77944552,True
CanESM5,NO,Summer,0.162299353,0.408091764,2.27E-06,8157.481423,9077.673655,11.28034726,True
CanESM5,BA,Summer,0.195505611,0.291109369,0.228475581,2578.539248,2592.050038,0.5239707,False
CanESM5,ME,Summer,0.272831384,0.48987834,0.028135792,683.0356459,693.92737,1.594605511,True
CanESM5,RS,Summer,0.390219824,0.372493319,0.07078356,3704.052247,3770.851804,1.803418335,False
CanESM5,AL,Summer,0.675192627,0.239427788,0.756380599,1427.892894,1430.109758,0.155254213,False
CanESM5,MK,Summer,0.868491427,0.073418512,0.835338947,1234.375071,1243.861643,0.768532382,False
CanESM5,CH,Summer,0.136098111,0.021188657,9.14E-08,1903.624045,2105.031173,10.58019457,True
CanESM5,TR,Summer,0.681989089,0.625403527,1.94E-12,16045.13007,15360.63758,-4.26604514,True
CanESM5,UA,Summer,0.987461333,0.490669204,0.000759267,17729.03421,18481.50824,4.244303583,True
CanESM5,BY,Summer,0.342900462,0.756843163,4.92E-08,10161.7281,11253.42315,10.74320275,True
CanESM5,MD,Summer,0.529986607,0.751781384,0.644592324,1554.260706,1566.432533,0.783126461,False
CanESM5,RU,Summer,0.043971442,0.333820348,1.82E-08,9841.076482,10943.44607,11.20171756,True
CanESM5,XK,Summer,0.431172937,0.520187788,0.036513308,526.557147,536.2499284,1.840784312,True
CanESM5,AT,Autumn,0.3935925,0.050915834,0.004155551,2257.296786,2459.841587,8.97289192,True
CanESM5,BE,Autumn,0.542775948,0.315848197,0.000130667,698.4004859,768.6878245,10.06404492,True
CanESM5,BG,Autumn,0.194459781,0.903928466,4.57E-06,3310.974654,3734.576676,12.79387692,True
CanESM5,HR,Autumn,0.058744212,0.221121642,0.000139118,1489.863797,1657.823537,11.27349628,True
CanESM5,CZ,Autumn,0.250205068,0.808056649,0.000270773,2023.470891,2159.901953,6.742427685,True
CanESM5,DK,Autumn,0.590534531,0.566846075,0.10658024,843.8703888,879.6652779,4.24175201,False
CanESM5,EE,Autumn,0.087626254,0.006540674,0.097903207,841.7150005,862.2404089,2.438522352,False
CanESM5,FI,Autumn,0.256928097,0.002839903,0.1729238,1223.684779,1250.515706,2.192633837,False
CanESM5,FR,Autumn,0.065511303,0.87240715,0.001834365,14868.10043,15901.57388,6.950944813,True
CanESM5,DE,Autumn,0.229018937,0.359802562,4.52E-05,8232.471869,8776.215796,6.604868322,True
CanESM5,GR,Autumn,0.080548058,0.917141944,2.22E-09,4307.986989,4722.251788,9.616203584,True
CanESM5,HU,Autumn,0.812618797,0.023592939,1.13E-05,2483.514287,2745.351653,10.54301829,True
CanESM5,IE,Autumn,0.247947852,0.766166411,0.727174014,1336.877599,1304.492021,-2.422478879,False
CanESM5,IT,Autumn,0.608619913,0.696946064,0.001954086,9118.152118,9689.434565,6.265331396,True
CanESM5,LV,Autumn,0.046848909,0.049603638,0.059882582,1198.83291,1315.808726,9.757474532,False
CanESM5,LT,Autumn,0.122506457,0.210656912,0.015702783,1323.791471,1402.986304,5.98242506,True
CanESM5,LU,Autumn,0.889724391,0.212032962,0.000256426,61.11451202,66.77565209,9.263168246,True
CanESM5,MT,Autumn,0.388713849,0.586370487,3.28E-05,9.503111258,9.846596333,3.614448624,True
CanESM5,NL,Autumn,0.583876817,0.342511196,3.93E-05,801.2087597,885.7761155,10.55497145,True
CanESM5,PL,Autumn,0.736488565,0.013820428,8.13E-05,7236.865399,7799.505256,7.774634811,True
CanESM5,PT,Autumn,0.055287529,0.555751102,2.68E-06,2966.325455,3234.975739,9.056669184,True
CanESM5,RO,Autumn,0.481615758,0.132431739,3.99E-06,6702.653225,7464.269167,11.36290236,True
CanESM5,SK,Autumn,0.365922057,0.260147715,2.75E-05,1253.924069,1389.176502,10.78633363,True
CanESM5,SI,Autumn,0.058236128,0.103584512,0.003371151,559.3337028,602.7928707,7.769810342,True
CanESM5,ES,Autumn,0.234422547,0.630826644,0.00040919,17014.93547,17904.7793,5.229780825,True
CanESM5,SE,Autumn,0.264105907,0.863664592,0.799706791,4361.032913,4471.570407,2.534663154,False
CanESM5,CY,Autumn,0.447022543,0.486086489,3.23E-05,192.5879977,203.8322629,5.838507755,True
CanESM5,GB,Autumn,0.511314693,0.313654392,0.142881644,4694.827312,4843.078166,3.157748818,False
CanESM5,NO,Autumn,0.507115022,0.566039876,0.019613398,2692.782714,2473.630832,-8.138491143,True
CanESM5,BA,Autumn,0.169071709,0.254730344,1.74E-05,1441.25344,1609.324938,11.66148116,True
CanESM5,ME,Autumn,0.160246119,0.290645434,1.87E-06,380.5780588,440.5244042,15.75139292,True
CanESM5,RS,Autumn,0.15155713,0.079478183,4.73E-06,2168.446766,2415.521775,11.39410074,True
CanESM5,AL,Autumn,0.486932679,0.749294241,1.69E-07,843.5828802,964.8806772,14.3788832,True
CanESM5,MK,Autumn,0.354013289,0.825132997,1.03E-06,767.3280056,857.2999608,11.72535794,True
CanESM5,CH,Autumn,0.720267554,0.360462884,0.02888941,1084.897098,1143.99474,5.447303897,True
CanESM5,TR,Autumn,0.460427407,0.6171912,1.16E-09,10341.64555,11939.47368,15.45042435,True
CanESM5,UA,Autumn,0.942189195,0.151292468,1.35E-05,9846.085737,10953.68977,11.24918129,True
CanESM5,BY,Autumn,0.091763748,0.153575372,0.004225445,4670.353852,4979.276138,6.614537051,True
CanESM5,MD,Autumn,0.295137654,0.129214269,1.03E-05,925.9979914,1035.725986,11.84970112,True
CanESM5,RU,Autumn,0.57953153,0.026350815,0.058542722,3885.932823,3959.730719,1.899103766,False
CanESM5,XK,Autumn,0.235854802,0.287971275,2.33E-06,311.0054766,358.7099959,15.33880362,True
CMCC-CM2-SR5,AT,Winter,0.567811975,0.827042933,0.000296553,976.6463959,1106.304466,13.27584585,True
CMCC-CM2-SR5,BE,Winter,0.639985536,0.384410607,0.119378987,226.9460341,251.5623057,10.84675116,False
CMCC-CM2-SR5,BG,Winter,0.767903391,0.570896875,2.57E-07,1372.602505,1758.58447,28.12044739,True
CMCC-CM2-SR5,HR,Winter,0.558498381,0.357249124,0.00023414,754.920461,865.3260033,14.62479135,True
CMCC-CM2-SR5,CZ,Winter,0.141402119,0.271107101,0.004453691,719.4097697,808.0471513,12.32084764,True
CMCC-CM2-SR5,DK,Winter,0.087836421,0.900969482,0.150772942,236.7960248,251.3510467,6.146649603,False
CMCC-CM2-SR5,EE,Winter,0.242088096,0.289820814,0.096847428,181.0035118,163.8659128,-9.468103074,False
CMCC-CM2-SR5,FI,Winter,0.303365268,0.692530546,0.006760498,402.0488565,357.6113964,-11.05275127,True
CMCC-CM2-SR5,FR,Winter,0.843887523,0.213730872,0.092446465,6376.649526,6638.139148,4.10073693,False
CMCC-CM2-SR5,DE,Winter,0.878728103,0.019350118,0.005404608,2716.226361,3089.322065,13.73581046,True
CMCC-CM2-SR5,GR,Winter,0.325618842,0.975071797,1.45E-10,2005.088153,2444.883608,21.93397108,True
CMCC-CM2-SR5,HU,Winter,0.837322139,0.632633688,0.000646073,1140.85445,1320.075521,15.70937209,True
CMCC-CM2-SR5,IE,Winter,0.295783625,0.058719456,0.035973161,470.9640089,512.8967328,8.903594134,True
CMCC-CM2-SR5,IT,Winter,0.480735467,0.895289203,0.000114662,4995.85249,5573.024746,11.55302838,True
CMCC-CM2-SR5,LV,Winter,0.181588592,0.205530169,0.142097307,304.0006927,287.8108759,-5.325585518,False
CMCC-CM2-SR5,LT,Winter,0.016405267,0.775902203,0.731693868,334.0302509,334.8541461,0.246652858,False
CMCC-CM2-SR5,LU,Winter,0.546941923,0.6203998,0.046392044,18.00375284,20.16163932,11.98575929,True
CMCC-CM2-SR5,MT,Winter,0.977630476,0.320410376,3.35E-06,5.829192394,6.348651888,8.911345854,True
CMCC-CM2-SR5,NL,Winter,0.589893665,0.401088126,0.148841915,262.1374074,287.8510097,9.80920752,False
CMCC-CM2-SR5,PL,Winter,0.568384002,0.042573635,0.125430023,2290.902528,2436.235212,6.343905146,False
CMCC-CM2-SR5,PT,Winter,0.778930618,0.356648284,0.286518043,1753.960672,1825.889198,4.100920141,False
CMCC-CM2-SR5,RO,Winter,0.708070576,0.706447392,1.36E-06,2487.111862,3244.594982,30.45633497,True
CMCC-CM2-SR5,SK,Winter,0.953833016,0.378864113,0.001616447,470.4775778,548.0498362,16.48798202,True
CMCC-CM2-SR5,SI,Winter,0.542904962,0.424303504,0.005743063,284.9069806,308.441513,8.260426722,True
CMCC-CM2-SR5,ES,Winter,0.587805043,0.460903339,5.29E-05,10063.82594,11636.36413,15.62564964,True
CMCC-CM2-SR5,SE,Winter,0.937168881,0.900633834,0.732075299,1876.483223,1894.861784,0.979415164,False
CMCC-CM2-SR5,CY,Winter,0.905203818,0.515059239,8.45E-11,148.7253583,165.3070421,11.1491974,True
CMCC-CM2-SR5,GB,Winter,0.735725706,0.350073355,0.001396463,1757.509084,1898.058828,7.997099145,True
CMCC-CM2-SR5,NO,Winter,0.167645985,0.027919157,0.276999045,1278.20353,1175.295877,-8.050959832,False
CMCC-CM2-SR5,BA,Winter,0.792683619,0.419053729,5.02E-05,647.3402757,761.1522076,17.58146931,True
CMCC-CM2-SR5,ME,Winter,0.631634809,0.755681343,2.42E-05,162.8733728,192.3671607,18.10841594,True
CMCC-CM2-SR5,RS,Winter,0.650643204,0.601076253,2.63E-06,921.2610945,1126.17436,22.24269175,True
CMCC-CM2-SR5,AL,Winter,0.977425784,0.870363718,4.90E-07,364.5673853,445.2855152,22.14079842,True
CMCC-CM2-SR5,MK,Winter,0.592507347,0.927326325,2.92E-07,303.9754326,394.8507496,29.89561239,True
CMCC-CM2-SR5,CH,Winter,0.420091627,0.31485132,0.023501095,458.2997993,513.6822726,12.08433287,True
CMCC-CM2-SR5,TR,Winter,0.875254142,0.649544359,3.68E-11,5787.870288,7445.634652,28.64204415,True
CMCC-CM2-SR5,UA,Winter,0.383533124,0.670744574,0.00062102,3486.818422,4380.159354,25.62051772,True
CMCC-CM2-SR5,BY,Winter,0.004084132,0.479821213,0.187746628,1046.311259,1218.076691,16.41628438,False
CMCC-CM2-SR5,MD,Winter,0.693488441,0.502928645,0.000103022,355.0404546,453.9557437,27.86028683,True
CMCC-CM2-SR5,RU,Winter,0.641129875,0.270069199,0.238456446,1486.443814,1343.946948,-9.586428018,False
CMCC-CM2-SR5,XK,Winter,0.28856489,0.559736413,1.11E-07,116.2613005,152.2668633,30.96951663,True
CMCC-CM2-SR5,AT,Spring,0.121623429,0.816693891,3.54E-05,2051.74263,2364.016672,15.21994216,True
CMCC-CM2-SR5,BE,Spring,0.175775635,0.753993485,0.099964056,772.3322963,806.1648082,4.380564176,False
CMCC-CM2-SR5,BG,Spring,0.25726289,0.474384449,2.99E-10,2669.705948,3259.048709,22.07519376,True
CMCC-CM2-SR5,HR,Spring,0.644515177,0.501294218,4.38E-06,1459.036316,1654.988451,13.43024377,True
CMCC-CM2-SR5,CZ,Spring,0.527952028,0.769219778,0.002769785,1879.292546,2063.031962,9.777052345,True
CMCC-CM2-SR5,DK,Spring,0.49099788,0.850528699,0.292149334,1290.301156,1290.371059,0.005417595,False
CMCC-CM2-SR5,EE,Spring,0.059823761,0.254832925,0.410684468,1381.065703,1417.549018,2.641678446,False
CMCC-CM2-SR5,FI,Spring,0.054582378,0.712659611,0.687544384,3638.36366,3711.785627,2.017994191,False
CMCC-CM2-SR5,FR,Spring,0.21308546,0.081750935,0.000273751,14779.07841,16711.92636,13.07827117,True
CMCC-CM2-SR5,DE,Spring,0.147104436,0.822071797,0.019355086,9168.289556,9485.61504,3.461119794,True
CMCC-CM2-SR5,GR,Spring,0.103063882,0.482375202,3.86E-11,3725.902904,4409.374366,18.34378081,True
CMCC-CM2-SR5,HU,Spring,0.979092693,0.29369679,0.000161882,2393.76776,2657.217192,11.00563871,True
CMCC-CM2-SR5,IE,Spring,0.015077832,0.496290053,0.166406751,1755.808381,1799.437288,2.484833046,False
CMCC-CM2-SR5,IT,Spring,0.982958598,0.409577302,5.80E-09,9242.215739,10126.29261,9.565637697,True
CMCC-CM2-SR5,LV,Spring,0.114951933,0.337275769,0.124907292,1808.611496,1895.245868,4.790104017,False
CMCC-CM2-SR5,LT,Spring,0.349770275,0.874767563,0.095824997,1732.273173,1803.389487,4.105375209,False
CMCC-CM2-SR5,LU,Spring,0.205198016,0.832672401,0.015089939,61.54201728,67.35595392,9.447101171,True
CMCC-CM2-SR5,MT,Spring,0.603211586,0.494256662,0.000123305,9.935386214,10.34865743,4.15958882,True
CMCC-CM2-SR5,NL,Spring,0.655578818,0.86878587,0.580824334,992.3947314,1005.81665,1.352477779,False
CMCC-CM2-SR5,PL,Spring,0.983722356,0.522259321,0.046213202,7954.652608,8258.38017,3.818237921,True
CMCC-CM2-SR5,PT,Spring,0.16391509,0.062783474,0.000749325,2900.188094,3211.406923,10.73098774,True
CMCC-CM2-SR5,RO,Spring,0.658445519,0.314330115,1.56E-07,5637.191718,6528.441413,15.81017179,True
CMCC-CM2-SR5,SK,Spring,0.686409739,0.675899351,0.000242408,1162.095074,1297.82942,11.68014127,True
CMCC-CM2-SR5,SI,Spring,0.452220534,0.370376379,1.43E-06,500.6012543,580.1817178,15.89697647,True
CMCC-CM2-SR5,ES,Spring,0.210332757,0.297270483,2.64E-09,16707.73795,18900.96769,13.12702976,True
CMCC-CM2-SR5,SE,Spring,0.665879341,0.351115976,0.006398507,10383.31199,10773.70326,3.759795293,True
CMCC-CM2-SR5,CY,Spring,0.88738799,0.522746174,0.097359626,226.978854,231.4745929,1.980686233,False
CMCC-CM2-SR5,GB,Spring,0.971430286,0.897406994,0.059275849,6329.98719,6508.181211,2.815077119,False
CMCC-CM2-SR5,NO,Spring,0.359138527,0.04263117,0.041898096,7398.460274,7202.715499,-2.645750167,True
CMCC-CM2-SR5,BA,Spring,0.667960141,0.702008205,3.05E-07,1282.246417,1510.429863,17.79560023,True
CMCC-CM2-SR5,ME,Spring,0.299923427,0.767143293,1.33E-08,343.1430319,415.4792262,21.08047887,True
CMCC-CM2-SR5,RS,Spring,0.776085096,0.590851772,1.18E-06,1904.819208,2189.933476,14.96804878,True
CMCC-CM2-SR5,AL,Spring,0.207124755,0.605079835,6.74E-11,775.4297172,921.3471974,18.81762808,True
CMCC-CM2-SR5,MK,Spring,0.224845111,0.930809917,5.86E-10,629.1213511,773.6362275,22.97090636,True
CMCC-CM2-SR5,CH,Spring,0.199048478,0.206781031,0.000235995,1101.078248,1255.163193,13.99400497,True
CMCC-CM2-SR5,TR,Spring,0.864699291,0.832408266,7.60E-10,11238.18478,12957.59631,15.29972645,True
CMCC-CM2-SR5,UA,Spring,0.662420258,0.906269484,5.92E-05,10939.43787,12251.48051,11.99369342,True
CMCC-CM2-SR5,BY,Spring,0.849159511,0.618068084,0.030082767,5175.987358,5805.277879,12.15788365,True
CMCC-CM2-SR5,MD,Spring,0.110816746,0.606617816,7.26E-06,811.4522606,901.2953008,11.07188243,True
CMCC-CM2-SR5,RU,Spring,0.260895866,0.171710602,0.094269642,8926.423165,9729.363779,8.995099143,False
CMCC-CM2-SR5,XK,Spring,0.122673763,0.804211957,1.51E-09,259.0977546,318.6545573,22.98622878,True
CMCC-CM2-SR5,AT,Summer,0.9727453,0.004100337,0.002324112,2807.419966,2955.428283,5.272040472,True
CMCC-CM2-SR5,BE,Summer,0.725856125,0.427797503,0.000105562,997.7212205,1055.090702,5.750051226,True
CMCC-CM2-SR5,BG,Summer,0.48764412,0.785581376,1.41E-05,4107.236198,3916.881536,-4.634616881,True
CMCC-CM2-SR5,HR,Summer,0.038902508,0.078149544,0.451210342,1968.001786,1938.840509,-1.481770895,False
CMCC-CM2-SR5,CZ,Summer,0.914469446,0.346541461,0.000110858,2458.62576,2678.233204,8.932121629,True
CMCC-CM2-SR5,DK,Summer,0.763937204,0.120288279,0.018809553,1574.564664,1655.350386,5.130670346,True
CMCC-CM2-SR5,EE,Summer,0.13125085,0.069775221,0.000534246,1798.842548,1932.30815,7.419526602,True
CMCC-CM2-SR5,FI,Summer,0.788204046,0.147246488,0.000332969,4633.165409,4934.470587,6.503225147,True
CMCC-CM2-SR5,FR,Summer,0.214547193,0.237993957,7.87E-05,19315.01053,20382.05953,5.524454654,True
CMCC-CM2-SR5,DE,Summer,0.579792925,0.477869173,1.48E-05,11531.89936,12315.42514,6.794420848,True
CMCC-CM2-SR5,GR,Summer,0.930162085,0.752530221,4.36E-13,5222.334176,4979.043479,-4.65865816,True
CMCC-CM2-SR5,HU,Summer,0.459958372,0.821101999,0.393774621,3170.23226,3216.954789,1.473788859,False
CMCC-CM2-SR5,IE,Summer,0.231076429,0.194874569,0.969178672,2047.081029,2062.1896,0.738054387,False
CMCC-CM2-SR5,IT,Summer,0.387477809,0.546285576,0.035023595,12004.2451,11817.56901,-1.555083934,True
CMCC-CM2-SR5,LV,Summer,0.127076757,0.042300514,3.12E-05,2386.922219,2582.351262,8.187491072,True
CMCC-CM2-SR5,LT,Summer,0.787336333,0.070061081,3.75E-05,2293.86205,2475.530927,7.919782149,True
CMCC-CM2-SR5,LU,Summer,0.247499345,0.515470471,1.36E-05,83.97512197,89.5203521,6.60342016,True
CMCC-CM2-SR5,MT,Summer,0.09696453,0.126203791,4.02E-08,11.71523376,11.30522446,-3.49979612,True
CMCC-CM2-SR5,NL,Summer,0.707590057,0.87130313,0.024966848,1220.722721,1271.03633,4.121624636,True
CMCC-CM2-SR5,PL,Summer,0.621795648,0.176145043,2.12E-05,10170.44958,10771.15456,5.906375813,True
CMCC-CM2-SR5,PT,Summer,0.087058351,0.005823246,0.003623002,3640.687716,3539.29959,-2.7848619,True
CMCC-CM2-SR5,RO,Summer,0.591591253,0.813755214,0.373060845,8177.967599,8043.903388,-1.639334087,False
CMCC-CM2-SR5,SK,Summer,0.450079934,0.567311441,0.024641441,1569.56473,1638.251215,4.376148633,True
CMCC-CM2-SR5,SI,Summer,0.24082297,0.000971675,0.530944317,688.1229112,706.7809494,2.711439757,False
CMCC-CM2-SR5,ES,Summer,0.064896173,0.141522467,0.582047517,20575.50984,20825.48004,1.214891869,False
CMCC-CM2-SR5,SE,Summer,0.14438889,0.977939722,7.59E-07,12875.55294,13706.15936,6.4510349,True
CMCC-CM2-SR5,CY,Summer,0.262900577,0.252752911,0.182477922,195.9431207,199.9195422,2.029375448,False
CMCC-CM2-SR5,GB,Summer,0.319552594,0.529741113,0.388305112,7352.832198,7431.270928,1.066782543,False
CMCC-CM2-SR5,NO,Summer,0.516940806,0.557920858,0.001584207,8082.171352,8769.845308,8.508529771,True
CMCC-CM2-SR5,BA,Summer,0.303431655,0.395780318,0.464753283,1837.59254,1808.837403,-1.564826602,False
CMCC-CM2-SR5,ME,Summer,0.262532947,0.152218982,0.021718123,510.3034373,498.3512788,-2.34216696,True
CMCC-CM2-SR5,RS,Summer,0.137714443,0.421900513,0.14909333,2700.601196,2634.518417,-2.446965498,False
CMCC-CM2-SR5,AL,Summer,0.976188033,0.306148202,1.83E-05,1130.555193,1087.979662,-3.765895793,True
CMCC-CM2-SR5,MK,Summer,0.621902328,0.390080595,4.04E-06,962.0963871,925.3364085,-3.820820769,True
CMCC-CM2-SR5,CH,Summer,0.437439043,0.068982454,6.59E-05,1542.209001,1631.910795,5.816448622,True
CMCC-CM2-SR5,TR,Summer,0.386827189,0.217673474,8.31E-09,16481.19021,15929.52963,-3.347213252,True
CMCC-CM2-SR5,UA,Summer,0.496269643,0.163314224,0.553377616,15908.30032,16114.22987,1.294478584,False
CMCC-CM2-SR5,BY,Summer,0.955847871,0.327943131,0.000355186,7199.913809,7572.9595,5.18125218,True
CMCC-CM2-SR5,MD,Summer,0.50598431,0.186978217,0.285228656,1158.62486,1146.218323,-1.070798453,False
CMCC-CM2-SR5,RU,Summer,0.32073546,0.007767894,0.00011556,12172.09826,12976.37696,6.607560001,True
CMCC-CM2-SR5,XK,Summer,0.444242166,0.125649807,0.002521683,399.913483,388.8335377,-2.77058557,True
CMCC-CM2-SR5,AT,Autumn,0.670737797,0.099946259,2.18E-06,1700.080433,2007.343128,18.07342103,True
CMCC-CM2-SR5,BE,Autumn,0.6830489,0.778292119,4.33E-06,533.5591455,606.0949568,13.59470866,True
CMCC-CM2-SR5,BG,Autumn,0.140770729,0.491626972,0.000350101,2546.533593,2903.001688,13.99816977,True
CMCC-CM2-SR5,HR,Autumn,0.787089418,0.765905819,0.000250511,1237.389204,1371.525615,10.84027644,True
CMCC-CM2-SR5,CZ,Autumn,0.560584021,0.203824109,6.16E-07,1447.84662,1683.712089,16.29077735,True
CMCC-CM2-SR5,DK,Autumn,0.729911472,0.109452689,0.028404649,732.9406863,776.1312423,5.892776419,True
CMCC-CM2-SR5,EE,Autumn,0.025761791,0.75136499,0.000324439,738.720412,816.4454433,10.52157623,True
CMCC-CM2-SR5,FI,Autumn,0.458154774,0.678804515,0.009059489,1804.443937,1888.027692,4.632105948,True
CMCC-CM2-SR5,FR,Autumn,0.759556444,0.667452309,0.000183903,11826.6896,12661.66875,7.060125688,True
CMCC-CM2-SR5,DE,Autumn,0.268545736,0.493696588,9.35E-07,6350.678236,7259.762668,14.31476133,True
CMCC-CM2-SR5,GR,Autumn,0.687296908,0.40863683,0.000518272,3593.947383,3838.68948,6.80984083,True
CMCC-CM2-SR5,HU,Autumn,0.866460976,0.53645785,0.000261758,2046.112291,2283.181355,11.58631737,True
CMCC-CM2-SR5,IE,Autumn,0.164963831,0.089660421,3.68E-06,1067.585477,1169.319772,9.529381691,True
CMCC-CM2-SR5,IT,Autumn,0.337010592,0.674081069,1.60E-05,7570.095468,8154.429911,7.718983809,True
CMCC-CM2-SR5,LV,Autumn,0.008067929,0.611591916,2.48E-05,1081.738575,1208.559269,11.72378402,True
CMCC-CM2-SR5,LT,Autumn,0.052757884,0.984414585,9.85E-06,1102.652626,1238.45229,12.31572486,True
CMCC-CM2-SR5,LU,Autumn,0.544868953,0.387740236,1.79E-05,44.33026035,51.91035398,17.09914078,True
CMCC-CM2-SR5,MT,Autumn,0.200870871,0.964298565,0.465256913,8.160374746,8.173672912,0.16296024,False
CMCC-CM2-SR5,NL,Autumn,0.410901003,0.58808441,8.33E-06,617.7294042,701.8980981,13.62549577,True
CMCC-CM2-SR5,PL,Autumn,0.172824251,0.979170198,1.50E-05,5624.103081,6290.675287,11.85206239,True
CMCC-CM2-SR5,PT,Autumn,0.172167312,0.697312355,0.127670644,2569.731525,2661.81899,3.583544169,False
CMCC-CM2-SR5,RO,Autumn,0.563316692,0.333007374,4.89E-06,4803.542062,5761.291501,19.93840019,True
CMCC-CM2-SR5,SK,Autumn,0.576839828,0.292674268,4.01E-05,930.7494128,1089.432086,17.04891471,True
CMCC-CM2-SR5,SI,Autumn,0.154350153,0.860804808,0.000378093,443.3062156,487.9150943,10.0627686,True
CMCC-CM2-SR5,ES,Autumn,0.907472623,0.97141982,0.00223361,14736.40715,15392.17618,4.449992598,True
CMCC-CM2-SR5,SE,Autumn,0.296271418,0.045817554,0.000256991,5601.628313,5954.164887,6.293466003,True
CMCC-CM2-SR5,CY,Autumn,0.130406,0.467875233,0.00050366,208.3657761,202.2172436,-2.950836086,True
CMCC-CM2-SR5,GB,Autumn,0.855207304,0.506212227,5.49E-05,3862.175144,4143.227815,7.277056579,True
CMCC-CM2-SR5,NO,Autumn,0.061680752,0.481945405,0.004371161,3074.390042,3480.562112,13.21146844,True
CMCC-CM2-SR5,BA,Autumn,0.23214428,0.265589579,1.52E-05,1085.194089,1248.604365,15.05816126,True
CMCC-CM2-SR5,ME,Autumn,0.016506136,0.047335677,5.43E-07,293.370888,354.9161068,20.97863875,True
CMCC-CM2-SR5,RS,Autumn,0.079432803,0.067681996,2.61E-05,1683.262514,1932.866467,14.82858149,True
CMCC-CM2-SR5,AL,Autumn,0.195831838,0.169801308,1.86E-06,689.9787804,796.6844062,15.46505904,True
CMCC-CM2-SR5,MK,Autumn,0.087969861,0.131624173,5.43E-06,585.8858873,687.4756685,17.33951669,True
CMCC-CM2-SR5,CH,Autumn,0.323412742,0.025896812,1.31E-06,889.7316686,1018.375359,14.45870653,True
CMCC-CM2-SR5,TR,Autumn,0.189640406,0.033166764,0.000136106,11745.13194,12472.64629,6.194177776,True
CMCC-CM2-SR5,UA,Autumn,0.180820449,0.894628066,1.71E-07,8886.683921,10359.02846,16.56798596,True
CMCC-CM2-SR5,BY,Autumn,0.109456519,0.995374932,1.65E-07,3499.81169,4120.471009,17.73407755,True
CMCC-CM2-SR5,MD,Autumn,0.877600694,0.595008779,2.91E-06,711.5998287,809.4098379,13.74508611,True
CMCC-CM2-SR5,RU,Autumn,0.4101619,0.780447665,9.80E-08,5278.738987,6336.693098,20.04179623,True
CMCC-CM2-SR5,XK,Autumn,0.07391614,0.11064195,1.43E-06,231.5002049,282.6663326,22.10197943,True
CMCC-ESM2,AT,Winter,0.138794752,0.677270188,0.020121758,1015.630548,1122.585545,10.53089606,True
CMCC-ESM2,BE,Winter,0.892711937,0.674164356,0.361900978,244.1370119,240.3506937,-1.550898899,False
CMCC-ESM2,BG,Winter,0.334173281,0.355686545,9.66E-09,1374.896526,1886.545832,37.21365908,True
CMCC-ESM2,HR,Winter,0.324130002,0.550479347,0.000201278,788.7197997,875.7090138,11.02916576,True
CMCC-ESM2,CZ,Winter,0.212469353,0.981668198,0.222398989,749.953707,769.3080974,2.580744676,False
CMCC-ESM2,DK,Winter,0.51117046,0.170875736,0.923645715,253.2333511,253.4670383,0.092281379,False
CMCC-ESM2,EE,Winter,0.017286688,0.070306999,0.004160177,188.1562888,171.9484908,-8.614008107,True
CMCC-ESM2,FI,Winter,0.579178815,0.707809765,1.09E-06,529.6394501,323.9896777,-38.82825805,True
